Date,BBCA.JK,TLKM.JK
2022-08-29,7114.064453125,3789.24560546875
2022-08-30,7135.88671875,3755.712890625
2022-08-31,7157.70849609375,3822.77880859375
2022-09-01,7114.064453125,3839.545654296875
2022-09-02,7179.53076171875,3856.312255859375
2022-09-05,7223.1748046875,3873.078369140625
2022-09-06,7223.1748046875,3780.8623046875
2022-09-07,7310.46435546875,3764.09619140625
2022-09-08,7288.6416015625,3822.77880859375
2022-09-09,7310.46435546875,3856.312255859375
2022-09-12,7310.46435546875,3806.01220703125
2022-09-13,7441.3984375,3789.24560546875
2022-09-14,7419.5751953125,3755.712890625
2022-09-15,7637.79931640625,3772.4794921875
2022-09-16,7375.93115234375,3697.029541015625
2022-09-19,7550.509765625,3772.4794921875
2022-09-20,7463.2216796875,3755.712890625
2022-09-21,7397.75439453125,3713.796142578125
2022-09-22,7397.75439453125,3713.796142578125
2022-09-23,7310.46435546875,3671.8798828125
2022-09-26,7354.1083984375,3738.946044921875
2022-09-27,7244.99755859375,3722.179443359375
2022-09-28,7266.8193359375,3747.32958984375
2022-09-29,7310.46435546875,3722.179443359375
2022-09-30,7463.2216796875,3738.946044921875
2022-10-03,7419.5751953125,3738.946044921875
2022-10-04,7463.2216796875,3722.179443359375
2022-10-05,7375.93115234375,3738.946044921875
2022-10-06,7354.1083984375,3713.796142578125
2022-10-07,7157.70849609375,3646.729736328125
2022-10-10,7244.99755859375,3705.412841796875
2022-10-11,7201.35302734375,3613.19677734375
2022-10-12,7266.8193359375,3638.3466796875
2022-10-13,7223.1748046875,3604.8134765625
2022-10-14,7201.35302734375,3596.429931640625
2022-10-17,7201.35302734375,3629.96337890625
2022-10-18,7244.99755859375,3562.897216796875
2022-10-19,7223.1748046875,3520.980712890625
2022-10-20,7419.5751953125,3646.729736328125
2022-10-21,7550.509765625,3655.11328125
2022-10-24,7768.732421875,3697.029541015625
2022-10-25,7594.1533203125,3680.26318359375
2022-10-26,7463.2216796875,3663.49658203125
2022-10-27,7594.1533203125,3663.49658203125
2022-10-28,7637.79931640625,3730.562744140625
2022-10-31,7681.44287109375,3680.26318359375
2022-11-01,7681.44287109375,3705.412841796875
2022-11-02,7637.79931640625,3537.7470703125
2022-11-03,7681.44287109375,3462.297607421875
2022-11-04,7659.6201171875,3529.36376953125
2022-11-07,7725.08740234375,3588.047119140625
2022-11-08,7637.79931640625,3537.7470703125
2022-11-09,7746.91015625,3512.59716796875
2022-11-10,7681.44287109375,3495.830810546875
2022-11-11,7725.08740234375,3479.064208984375
2022-11-14,7637.79931640625,3395.231201171875
2022-11-15,7681.44287109375,3395.231201171875
2022-11-16,7506.865234375,3395.231201171875
2022-11-17,7615.97509765625,3386.847900390625
2022-11-18,7703.26513671875,3361.697998046875
2022-11-21,7615.97509765625,3378.46484375
2022-11-22,7768.732421875,3353.31494140625
2022-11-23,7746.91015625,3328.1650390625
2022-11-24,7856.0224609375,3378.46484375
2022-11-25,7834.19921875,3378.46484375
